use_id,user_id,platform,platform_version,device,use_type_id,device_clean,platform_version_numeric,platform_version_category,use_type_name,device_brand,Retail Branding,Marketing Name,Device,Model
23028,29716,android,5.1,C6603,1,C6603,5.1,Android 5.x,Mobile,Other,Sony,Xperia Z,C6603,C6603
23029,29717,android,6.0,HTC One_M8,1,HTC One_M8,6.0,Android 6.x,Mobile,HTC,,,,
23030,27979,android,5.1,SM-J320FN,1,SM-J320FN,5.1,Android 5.x,Mobile,Samsung,,,,
23031,27979,android,5.1,SM-J320FN,1,SM-J320FN,5.1,Android 5.x,Mobile,Samsung,,,,
23032,27979,android,5.1,SM-J320FN,1,SM-J320FN,5.1,Android 5.x,Mobile,Samsung,,,,
23033,28316,ios,10.2,"iPhone7,1",2,"iPhone7,1",10.2,Android 10.x,Tablet,Apple,,,,
23034,27979,android,5.1,SM-J320FN,3,SM-J320FN,5.1,Android 5.x,Desktop,Samsung,,,,
23035,29718,ios,10.2,"iPhone7,2",3,"iPhone7,2",10.2,Android 10.x,Desktop,Apple,,,,
23036,29719,android,5.1,VF-795,1,VF-795,5.1,Android 5.x,Mobile,Other,,,,
23037,29720,ios,10.2,"iPhone7,1",3,"iPhone7,1",10.2,Android 10.x,Desktop,Apple,,,,
23038,29720,ios,10.2,"iPhone7,1",2,"iPhone7,1",10.2,Android 10.x,Tablet,Apple,,,,
23039,29721,android,5.1,SM-G531F,1,SM-G531F,5.1,Android 5.x,Mobile,Samsung,,,,
23040,29723,android,4.4,HTC Desire 620,1,HTC Desire 620,4.4,Old (< 5.0),Mobile,HTC,,,,
23041,28953,android,6.0,SM-G900F,1,SM-G900F,6.0,Android 6.x,Mobile,Samsung,,,,
23042,28953,android,6.0,SM-G900F,3,SM-G900F,6.0,Android 6.x,Desktop,Samsung,,,,
23043,28953,android,6.0,SM-G900F,1,SM-G900F,6.0,Android 6.x,Mobile,Samsung,,,,
23044,28953,android,6.0,SM-G900F,1,SM-G900F,6.0,Android 6.x,Mobile,Samsung,,,,
23045,29720,ios,10.2,"iPhone7,1",2,"iPhone7,1",10.2,Android 10.x,Tablet,Apple,,,,
23046,29454,android,6.0,Moto G (4),1,Moto G (4),6.0,Android 6.x,Mobile,Other,,,,
23047,29720,ios,10.2,"iPhone7,1",2,"iPhone7,1",10.2,Android 10.x,Tablet,Apple,,,,
23048,29724,android,6.0,ONEPLUS A3003,3,ONEPLUS A3003,6.0,Android 6.x,Desktop,OnePlus,,,,
23049,29725,android,6.0,SM-G900F,1,SM-G900F,6.0,Android 6.x,Mobile,Samsung,,,,
23050,29726,ios,10.2,"iPhone7,2",3,"iPhone7,2",10.2,Android 10.x,Desktop,Apple,,,,
23051,29726,ios,10.2,"iPhone7,2",3,"iPhone7,2",10.2,Android 10.x,Desktop,Apple,,,,
23052,29727,ios,10.1,"iPhone8,4",3,"iPhone8,4",10.1,Android 10.x,Desktop,Apple,,,,
23053,20257,android,5.1,Vodafone Smart ultra 6,1,Vodafone Smart ultra 6,5.1,Android 5.x,Mobile,OnePlus,,,,
